country_1,country_2,country_3,country_4,collaboration_emissions,technology_cost,technology_name
AU,,,,56.24770791888917,1.829458224258001,RE_PV_Openfield_Lim_[AU]
AU,,,,56.24770791888917,11.113641585056651,RE_WIND_Onshore_Lim_[AU]
AU,,,,56.24770791888917,1.4229193113788803,PP_CO2_[AU]
AU,,,,56.24770791888917,0.5321725884169608,BESS_[AU]
AU,,,,56.24770791888917,0.5942181849838364,EL_to_HTH_[AU]
AU,,,,56.24770791888917,0.0004610247271455408,EL_to_NH3_[AU]
AU,,,,56.24770791888917,0.0087407999071839,NH3_Storage_[AU]
AU,,,,56.24770791888917,1.0209440939193235e-10,NH3_to_EL_[AU]
AU,,,,56.24770791888917,0.00456297432563153,NH3_to_HTH_[AU]
AU,,,,56.24770791888917,5.679575975093646,FF_to_HTH_[AU]
AU,,,,56.24770791888917,0.0,EL_Demand_[AU]
AU,,,,56.24770791888917,0.0,HTH_Demand_[AU]
AU,,,,56.24770791846925,1.829458224203379,RE_PV_Openfield_Lim_[AU]
AU,,,,56.24770791846925,11.1136415849932,RE_WIND_Onshore_Lim_[AU]
AU,,,,56.24770791846925,1.4229193115192622,PP_CO2_[AU]
AU,,,,56.24770791846925,0.5321725884163839,BESS_[AU]
AU,,,,56.24770791846925,0.5942181850129994,EL_to_HTH_[AU]
AU,,,,56.24770791846925,0.00046102468340554275,EL_to_NH3_[AU]
AU,,,,56.24770791846925,0.008740799825593865,NH3_Storage_[AU]
AU,,,,56.24770791846925,4.54477732929136e-12,NH3_to_EL_[AU]
AU,,,,56.24770791846925,0.004562974325341796,NH3_to_HTH_[AU]
AU,,,,56.24770791846925,5.67957597513105,FF_to_HTH_[AU]
AU,,,,56.24770791846925,0.0,EL_Demand_[AU]
AU,,,,56.24770791846925,0.0,HTH_Demand_[AU]
AU,,,,56.24770791849135,1.8294582242050466,RE_PV_Openfield_Lim_[AU]
AU,,,,56.24770791849135,11.11364158499552,RE_WIND_Onshore_Lim_[AU]
AU,,,,56.24770791849135,1.4229193115143814,PP_CO2_[AU]
AU,,,,56.24770791849135,0.532172588416406,BESS_[AU]
AU,,,,56.24770791849135,0.5942181850119764,EL_to_HTH_[AU]
AU,,,,56.24770791849135,0.00046102468496043384,EL_to_NH3_[AU]
AU,,,,56.24770791849135,0.008740799828430477,NH3_Storage_[AU]
AU,,,,56.24770791849135,7.933192496744506e-12,NH3_to_EL_[AU]
AU,,,,56.24770791849135,0.004562974325352365,NH3_to_HTH_[AU]
AU,,,,56.24770791849135,5.679575975129966,FF_to_HTH_[AU]
AU,,,,56.24770791849135,0.0,EL_Demand_[AU]
AU,,,,56.24770791849135,0.0,HTH_Demand_[AU]
AU,,,,56.24770790191942,1.8294582271574715,RE_PV_Openfield_Lim_[AU]
AU,,,,56.24770790191942,11.113641585539005,RE_WIND_Onshore_Lim_[AU]
AU,,,,56.24770790191942,1.422919309489604,PP_CO2_[AU]
AU,,,,56.24770790191942,0.5321725884209786,BESS_[AU]
AU,,,,56.24770790191942,0.5942181847963486,EL_to_HTH_[AU]
AU,,,,56.24770790191942,0.00046102527814689684,EL_to_NH3_[AU]
AU,,,,56.24770790191942,0.00874080097593243,NH3_Storage_[AU]
AU,,,,56.24770790191942,1.363778129566663e-09,NH3_to_EL_[AU]
AU,,,,56.24770790191942,0.004562974332622228,NH3_to_HTH_[AU]
AU,,,,56.24770790191942,5.6795759726298005,FF_to_HTH_[AU]
AU,,,,56.24770790191942,0.0,EL_Demand_[AU]
AU,,,,56.24770790191942,0.0,HTH_Demand_[AU]
AU,,,,56.24770791871956,1.8294582242287774,RE_PV_Openfield_Lim_[AU]
AU,,,,56.24770791871956,11.113641585027711,RE_WIND_Onshore_Lim_[AU]
AU,,,,56.24770791871956,1.4229193114464744,PP_CO2_[AU]
AU,,,,56.24770791871956,0.5321725884167127,BESS_[AU]
AU,,,,56.24770791871956,0.5942181849978196,EL_to_HTH_[AU]
AU,,,,56.24770791871956,0.00046102470663258733,EL_to_NH3_[AU]
AU,,,,56.24770791871956,0.008740799867897138,NH3_Storage_[AU]
AU,,,,56.24770791871956,5.507484875658356e-11,NH3_to_EL_[AU]
AU,,,,56.24770791871956,0.004562974325498735,NH3_to_HTH_[AU]
AU,,,,56.24770791871956,5.679575975114423,FF_to_HTH_[AU]
AU,,,,56.24770791871956,0.0,EL_Demand_[AU]
AU,,,,56.24770791871956,0.0,HTH_Demand_[AU]
AU,,,,56.247707925509594,1.8294582255780225,RE_PV_Openfield_Lim_[AU]
AU,,,,56.247707925509594,11.1136415863732,RE_WIND_Onshore_Lim_[AU]
AU,,,,56.247707925509594,1.4229193084857357,PP_CO2_[AU]
AU,,,,56.247707925509594,0.5321725884293359,BESS_[AU]
AU,,,,56.247707925509594,0.5942181844098203,EL_to_HTH_[AU]
AU,,,,56.247707925509594,0.00046102564932097595,EL_to_NH3_[AU]
AU,,,,56.247707925509594,0.008740801585331583,NH3_Storage_[AU]
AU,,,,56.247707925509594,2.105046313112824e-09,NH3_to_EL_[AU]
AU,,,,56.247707925509594,0.004562974332080959,NH3_to_HTH_[AU]
AU,,,,56.247707925509594,5.679575974163371,FF_to_HTH_[AU]
AU,,,,56.247707925509594,0.0,EL_Demand_[AU]
AU,,,,56.247707925509594,0.0,HTH_Demand_[AU]
AU,,,,56.247707936225304,1.8294582261548924,RE_PV_Openfield_Lim_[AU]
AU,,,,56.247707936225304,11.113641587586203,RE_WIND_Onshore_Lim_[AU]
AU,,,,56.247707936225304,1.422919306089925,PP_CO2_[AU]
