country_1,country_2,country_3,country_4,collaboration_emissions,technology_cost,technology_name
MY,,,,94.99999999999935,0.0,RE_PV_Rooftop_Lim_[MY]
MY,,,,94.99999999999935,1.3004251501601947,RE_PV_Openfield_Lim_[MY]
MY,,,,94.99999999999935,0.8106588328657737,RE_WIND_Offshore_Lim_[MY]
MY,,,,94.99999999999935,0.905174077826704,RE_WIND_Onshore_Lim_[MY]
MY,,,,94.99999999999935,4.463331802973349,PP_CO2_[MY]
MY,,,,94.99999999999935,0.011463263714240562,BESS_[MY]
MY,,,,94.99999999999935,0.08411088047166163,EL_to_HTH_[MY]
MY,,,,94.99999999999935,1.3166777127004899e-13,EL_to_NH3_[MY]
MY,,,,94.99999999999935,1.0367312807664163e-12,NH3_Storage_[MY]
MY,,,,94.99999999999935,1.2458343908056343e-12,NH3_to_EL_[MY]
MY,,,,94.99999999999935,2.4860753744737217e-15,NH3_to_HTH_[MY]
MY,,,,94.99999999999935,1.7105285355751205,FF_to_HTH_[MY]
MY,,,,94.99999999999935,0.0,EL_Demand_[MY]
MY,,,,94.99999999999935,0.0,HTH_Demand_[MY]
MY,,,,75.93784696666646,0.0,RE_PV_Rooftop_Lim_[MY]
MY,,,,75.93784696666646,1.1695177193574957,RE_PV_Openfield_Lim_[MY]
MY,,,,75.93784696666646,0.42780102846703033,RE_WIND_Offshore_Lim_[MY]
MY,,,,75.93784696666646,2.3418523228052286,RE_WIND_Onshore_Lim_[MY]
MY,,,,75.93784696666646,3.5965827132512738,PP_CO2_[MY]
MY,,,,75.93784696666646,0.07884184918328024,BESS_[MY]
MY,,,,75.93784696666646,0.11231765915078823,EL_to_HTH_[MY]
MY,,,,75.93784696666646,5.413683214924746e-13,EL_to_NH3_[MY]
MY,,,,75.93784696666646,8.433474440105062e-13,NH3_Storage_[MY]
MY,,,,75.93784696666646,8.321662030407979e-13,NH3_to_EL_[MY]
MY,,,,75.93784696666646,4.1155192326560135e-14,NH3_to_HTH_[MY]
MY,,,,75.93784696666646,1.6071563308284007,FF_to_HTH_[MY]
MY,,,,75.93784696666646,0.0,EL_Demand_[MY]
MY,,,,75.93784696666646,0.0,HTH_Demand_[MY]
MY,,,,56.953385233333535,0.0,RE_PV_Rooftop_Lim_[MY]
MY,,,,56.953385233333535,1.0796502078821093,RE_PV_Openfield_Lim_[MY]
MY,,,,56.953385233333535,0.0,RE_WIND_Offshore_Lim_[MY]
MY,,,,56.953385233333535,3.9577974100399285,RE_WIND_Onshore_Lim_[MY]
MY,,,,56.953385233333535,2.763473359074459,PP_CO2_[MY]
MY,,,,56.953385233333535,0.13252374384815152,BESS_[MY]
MY,,,,56.953385233333535,0.13242231183871894,EL_to_HTH_[MY]
MY,,,,56.953385233333535,5.509339071248099e-13,EL_to_NH3_[MY]
MY,,,,56.953385233333535,1.386290935440484e-12,NH3_Storage_[MY]
MY,,,,56.953385233333535,1.1394199435308385e-12,NH3_to_EL_[MY]
MY,,,,56.953385233333535,1.4605524138752788e-13,NH3_to_HTH_[MY]
MY,,,,56.953385233333535,1.4486666715558272,FF_to_HTH_[MY]
MY,,,,56.953385233333535,0.0,EL_Demand_[MY]
MY,,,,56.953385233333535,0.0,HTH_Demand_[MY]
MY,,,,37.968923466666496,0.0,RE_PV_Rooftop_Lim_[MY]
MY,,,,37.968923466666496,1.167090318553545,RE_PV_Openfield_Lim_[MY]
MY,,,,37.968923466666496,0.0,RE_WIND_Offshore_Lim_[MY]
MY,,,,37.968923466666496,4.8353152091659455,RE_WIND_Onshore_Lim_[MY]
MY,,,,37.968923466666496,1.8003296090812775,PP_CO2_[MY]
MY,,,,37.968923466666496,0.6490563735203866,BESS_[MY]
MY,,,,37.968923466666496,0.13372056974308447,EL_to_HTH_[MY]
MY,,,,37.968923466666496,3.009968313902699e-13,EL_to_NH3_[MY]
MY,,,,37.968923466666496,4.2936082901247223e-13,NH3_Storage_[MY]
MY,,,,37.968923466666496,3.0331300138165826e-13,NH3_to_EL_[MY]
MY,,,,37.968923466666496,8.215624423876358e-14,NH3_to_HTH_[MY]
MY,,,,37.968923466666496,1.3029803542187774,FF_to_HTH_[MY]
MY,,,,37.968923466666496,0.0,EL_Demand_[MY]
MY,,,,37.968923466666496,0.0,HTH_Demand_[MY]
MY,,,,18.984461740000206,0.0,RE_PV_Rooftop_Lim_[MY]
MY,,,,18.984461740000206,1.8462693765148843,RE_PV_Openfield_Lim_[MY]
MY,,,,18.984461740000206,0.08440520027339224,RE_WIND_Offshore_Lim_[MY]
MY,,,,18.984461740000206,4.83531520916602,RE_WIND_Onshore_Lim_[MY]
MY,,,,18.984461740000206,0.8196145760733422,PP_CO2_[MY]
MY,,,,18.984461740000206,2.116814876957306,BESS_[MY]
MY,,,,18.984461740000206,0.1382644725762193,EL_to_HTH_[MY]
MY,,,,18.984461740000206,6.166741985915573e-11,EL_to_NH3_[MY]
MY,,,,18.984461740000206,5.323282091067466e-11,NH3_Storage_[MY]
MY,,,,18.984461740000206,1.703677345828529e-11,NH3_to_EL_[MY]
MY,,,,18.984461740000206,8.834076443550973e-12,NH3_to_HTH_[MY]
MY,,,,18.984461740000206,1.0290797467654058,FF_to_HTH_[MY]
MY,,,,18.984461740000206,0.0,EL_Demand_[MY]
MY,,,,18.984461740000206,0.0,HTH_Demand_[MY]
MY,,,,6.603137819171655e-10,6.5991671601113e-12,RE_PV_Rooftop_Lim_[MY]
MY,,,,6.603137819171655e-10,3.4420562391076706,RE_PV_Openfield_Lim_[MY]
