Asset_Number,Asset_Class,Location_1,Location_2,Start_Time,End_Time,BAU,90,80,70,60,50,40,30,20,10,0
0,EL_Demand,1,1,0,192,0,0,0,0,0,0,0,0,0,0,0
1,RE_PV,1,1,0,192,0,0,0,0,0,0,0,0,0,0,0
2,BESS,1,1,0,192,0,0,0,0,0,0,0,0,0,0,0
3,CO2_Budget,1,1,0,192,0,1,2,3,4,5,6,7,8,9,10
4,PP_CO2,1,1,0,192,0,0,0,0,0,0,0,0,0,0,0
